Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
332,,Andorra,2020-02-22,0.0,0.0
333,,Andorra,2020-02-23,0.0,0.0
334,,Andorra,2020-02-24,0.0,0.0
335,,Andorra,2020-02-25,0.0,0.0
336,,Andorra,2020-02-26,0.0,0.0
337,,Andorra,2020-02-27,0.0,0.0
338,,Andorra,2020-02-28,0.0,0.0
339,,Andorra,2020-02-29,0.0,0.0
340,,Andorra,2020-03-01,0.0,0.0
341,,Andorra,2020-03-02,1.0,0.0
342,,Andorra,2020-03-03,1.0,0.0
343,,Andorra,2020-03-04,1.0,0.0
344,,Andorra,2020-03-05,1.0,0.0
345,,Andorra,2020-03-06,1.0,0.0
346,,Andorra,2020-03-07,1.0,0.0
347,,Andorra,2020-03-08,1.0,0.0
348,,Andorra,2020-03-09,1.0,0.0
349,,Andorra,2020-03-10,1.0,0.0
350,,Andorra,2020-03-11,1.0,0.0
351,,Andorra,2020-03-12,1.0,0.0
352,,Andorra,2020-03-13,1.0,0.0
353,,Andorra,2020-03-14,1.0,0.0
354,,Andorra,2020-03-15,1.0,0.0
355,,Andorra,2020-03-16,2.0,0.0
356,,Andorra,2020-03-17,39.0,0.0
357,,Andorra,2020-03-18,39.0,0.0
358,,Andorra,2020-03-19,53.0,0.0
359,,Andorra,2020-03-20,75.0,0.0
360,,Andorra,2020-03-21,88.0,0.0
361,,Andorra,2020-03-22,113.0,1.0
362,,Andorra,2020-03-23,133.0,1.0
363,,Andorra,2020-03-24,164.0,1.0
364,,Andorra,2020-03-25,188.0,1.0
365,,Andorra,2020-03-26,224.0,3.0
366,,Andorra,2020-03-27,267.0,3.0
367,,Andorra,2020-03-28,308.0,3.0
368,,Andorra,2020-03-29,334.0,6.0
369,,Andorra,2020-03-30,370.0,8.0
370,,Andorra,2020-03-31,376.0,12.0
401,,Angola,2020-01-22,0.0,0.0
402,,Angola,2020-01-23,0.0,0.0
403,,Angola,2020-01-24,0.0,0.0
404,,Angola,2020-01-25,0.0,0.0
405,,Angola,2020-01-26,0.0,0.0
406,,Angola,2020-01-27,0.0,0.0
407,,Angola,2020-01-28,0.0,0.0
408,,Angola,2020-01-29,0.0,0.0
409,,Angola,2020-01-30,0.0,0.0
410,,Angola,2020-01-31,0.0,0.0
411,,Angola,2020-02-01,0.0,0.0
412,,Angola,2020-02-02,0.0,0.0
413,,Angola,2020-02-03,0.0,0.0
414,,Angola,2020-02-04,0.0,0.0
415,,Angola,2020-02-05,0.0,0.0
416,,Angola,2020-02-06,0.0,0.0
417,,Angola,2020-02-07,0.0,0.0
418,,Angola,2020-02-08,0.0,0.0
419,,Angola,2020-02-09,0.0,0.0
420,,Angola,2020-02-10,0.0,0.0
421,,Angola,2020-02-11,0.0,0.0
422,,Angola,2020-02-12,0.0,0.0
423,,Angola,2020-02-13,0.0,0.0
424,,Angola,2020-02-14,0.0,0.0
425,,Angola,2020-02-15,0.0,0.0
426,,Angola,2020-02-16,0.0,0.0
427,,Angola,2020-02-17,0.0,0.0
428,,Angola,2020-02-18,0.0,0.0
429,,Angola,2020-02-19,0.0,0.0
430,,Angola,2020-02-20,0.0,0.0
431,,Angola,2020-02-21,0.0,0.0
432,,Angola,2020-02-22,0.0,0.0
433,,Angola,2020-02-23,0.0,0.0
434,,Angola,2020-02-24,0.0,0.0
435,,Angola,2020-02-25,0.0,0.0
436,,Angola,2020-02-26,0.0,0.0
437,,Angola,2020-02-27,0.0,0.0
438,,Angola,2020-02-28,0.0,0.0
439,,Angola,2020-02-29,0.0,0.0
440,,Angola,2020-03-01,0.0,0.0
441,,Angola,2020-03-02,0.0,0.0
442,,Angola,2020-03-03,0.0,0.0
443,,Angola,2020-03-04,0.0,0.0
444,,Angola,2020-03-05,0.0,0.0
445,,Angola,2020-03-06,0.0,0.0
446,,Angola,2020-03-07,0.0,0.0
447,,Angola,2020-03-08,0.0,0.0
448,,Angola,2020-03-09,0.0,0.0
449,,Angola,2020-03-10,0.0,0.0
450,,Angola,2020-03-11,0.0,0.0
451,,Angola,2020-03-12,0.0,0.0
452,,Angola,2020-03-13,0.0,0.0
453,,Angola,2020-03-14,0.0,0.0
454,,Angola,2020-03-15,0.0,0.0
455,,Angola,2020-03-16,0.0,0.0
456,,Angola,2020-03-17,0.0,0.0
457,,Angola,2020-03-18,0.0,0.0
458,,Angola,2020-03-19,0.0,0.0
459,,Angola,2020-03-20,1.0,0.0
460,,Angola,2020-03-21,2.0,0.0
461,,Angola,2020-03-22,2.0,0.0
462,,Angola,2020-03-23,3.0,0.0
463,,Angola,2020-03-24,3.0,0.0
464,,Angola,2020-03-25,3.0,0.0
465,,Angola,2020-03-26,4.0,0.0
466,,Angola,2020-03-27,4.0,0.0
467,,Angola,2020-03-28,5.0,0.0
468,,Angola,2020-03-29,7.0,2.0
469,,Angola,2020-03-30,7.0,2.0
470,,Angola,2020-03-31,7.0,2.0
501,,Antigua and Barbuda,2020-01-22,0.0,0.0
502,,Antigua and Barbuda,2020-01-23,0.0,0.0
503,,Antigua and Barbuda,2020-01-24,0.0,0.0
504,,Antigua and Barbuda,2020-01-25,0.0,0.0
505,,Antigua and Barbuda,2020-01-26,0.0,0.0
506,,Antigua and Barbuda,2020-01-27,0.0,0.0
507,,Antigua and Barbuda,2020-01-28,0.0,0.0
508,,Antigua and Barbuda,2020-01-29,0.0,0.0
509,,Antigua and Barbuda,2020-01-30,0.0,0.0
510,,Antigua and Barbuda,2020-01-31,0.0,0.0
511,,Antigua and Barbuda,2020-02-01,0.0,0.0
512,,Antigua and Barbuda,2020-02-02,0.0,0.0
513,,Antigua and Barbuda,2020-02-03,0.0,0.0
514,,Antigua and Barbuda,2020-02-04,0.0,0.0
515,,Antigua and Barbuda,2020-02-05,0.0,0.0
516,,Antigua and Barbuda,2020-02-06,0.0,0.0
517,,Antigua and Barbuda,2020-02-07,0.0,0.0
518,,Antigua and Barbuda,2020-02-08,0.0,0.0
519,,Antigua and Barbuda,2020-02-09,0.0,0.0
520,,Antigua and Barbuda,2020-02-10,0.0,0.0
521,,Antigua and Barbuda,2020-02-11,0.0,0.0
522,,Antigua and Barbuda,2020-02-12,0.0,0.0
523,,Antigua and Barbuda,2020-02-13,0.0,0.0
524,,Antigua and Barbuda,2020-02-14,0.0,0.0
525,,Antigua and Barbuda,2020-02-15,0.0,0.0
526,,Antigua and Barbuda,2020-02-16,0.0,0.0
527,,Antigua and Barbuda,2020-02-17,0.0,0.0
528,,Antigua and Barbuda,2020-02-18,0.0,0.0
529,,Antigua and Barbuda,2020-02-19,0.0,0.0
530,,Antigua and Barbuda,2020-02-20,0.0,0.0
531,,Antigua and Barbuda,2020-02-21,0.0,0.0
532,,Antigua and Barbuda,2020-02-22,0.0,0.0
533,,Antigua and Barbuda,2020-02-23,0.0,0.0
534,,Antigua and Barbuda,2020-02-24,0.0,0.0
535,,Antigua and Barbuda,2020-02-25,0.0,0.0
536,,Antigua and Barbuda,2020-02-26,0.0,0.0
537,,Antigua and Barbuda,2020-02-27,0.0,0.0
538,,Antigua and Barbuda,2020-02-28,0.0,0.0
539,,Antigua and Barbuda,2020-02-29,0.0,0.0
540,,Antigua and Barbuda,2020-03-01,0.0,0.0
541,,Antigua and Barbuda,2020-03-02,0.0,0.0
542,,Antigua and Barbuda,2020-03-03,0.0,0.0
543,,Antigua and Barbuda,2020-03-04,0.0,0.0
544,,Antigua and Barbuda,2020-03-05,0.0,0.0
545,,Antigua and Barbuda,2020-03-06,0.0,0.0
546,,Antigua and Barbuda,2020-03-07,0.0,0.0
547,,Antigua and Barbuda,2020-03-08,0.0,0.0
548,,Antigua and Barbuda,2020-03-09,0.0,0.0
549,,Antigua and Barbuda,2020-03-10,0.0,0.0
550,,Antigua and Barbuda,2020-03-11,0.0,0.0
551,,Antigua and Barbuda,2020-03-12,0.0,0.0
552,,Antigua and Barbuda,2020-03-13,1.0,0.0
553,,Antigua and Barbuda,2020-03-14,1.0,0.0
554,,Antigua and Barbuda,2020-03-15,1.0,0.0
555,,Antigua and Barbuda,2020-03-16,1.0,0.0
556,,Antigua and Barbuda,2020-03-17,1.0,0.0
557,,Antigua and Barbuda,2020-03-18,1.0,0.0
558,,Antigua and Barbuda,2020-03-19,1.0,0.0
559,,Antigua and Barbuda,2020-03-20,1.0,0.0
560,,Antigua and Barbuda,2020-03-21,1.0,0.0
561,,Antigua and Barbuda,2020-03-22,1.0,0.0
562,,Antigua and Barbuda,2020-03-23,3.0,0.0
563,,Antigua and Barbuda,2020-03-24,3.0,0.0
564,,Antigua and Barbuda,2020-03-25,3.0,0.0
565,,Antigua and Barbuda,2020-03-26,7.0,0.0
566,,Antigua and Barbuda,2020-03-27,7.0,0.0
567,,Antigua and Barbuda,2020-03-28,7.0,0.0
568,,Antigua and Barbuda,2020-03-29,7.0,0.0
569,,Antigua and Barbuda,2020-03-30,7.0,0.0
570,,Antigua and Barbuda,2020-03-31,7.0,0.0
601,,Argentina,2020-01-22,0.0,0.0
602,,Argentina,2020-01-23,0.0,0.0
603,,Argentina,2020-01-24,0.0,0.0
604,,Argentina,2020-01-25,0.0,0.0
605,,Argentina,2020-01-26,0.0,0.0
606,,Argentina,2020-01-27,0.0,0.0
607,,Argentina,2020-01-28,0.0,0.0
608,,Argentina,2020-01-29,0.0,0.0
609,,Argentina,2020-01-30,0.0,0.0
610,,Argentina,2020-01-31,0.0,0.0
611,,Argentina,2020-02-01,0.0,0.0
612,,Argentina,2020-02-02,0.0,0.0
613,,Argentina,2020-02-03,0.0,0.0
614,,Argentina,2020-02-04,0.0,0.0
615,,Argentina,2020-02-05,0.0,0.0
616,,Argentina,2020-02-06,0.0,0.0
617,,Argentina,2020-02-07,0.0,0.0
618,,Argentina,2020-02-08,0.0,0.0
619,,Argentina,2020-02-09,0.0,0.0
620,,Argentina,2020-02-10,0.0,0.0
621,,Argentina,2020-02-11,0.0,0.0
622,,Argentina,2020-02-12,0.0,0.0
623,,Argentina,2020-02-13,0.0,0.0
624,,Argentina,2020-02-14,0.0,0.0
625,,Argentina,2020-02-15,0.0,0.0
626,,Argentina,2020-02-16,0.0,0.0
627,,Argentina,2020-02-17,0.0,0.0
628,,Argentina,2020-02-18,0.0,0.0
629,,Argentina,2020-02-19,0.0,0.0
630,,Argentina,2020-02-20,0.0,0.0
631,,Argentina,2020-02-21,0.0,0.0
632,,Argentina,2020-02-22,0.0,0.0
633,,Argentina,2020-02-23,0.0,0.0
634,,Argentina,2020-02-24,0.0,0.0
635,,Argentina,2020-02-25,0.0,0.0
636,,Argentina,2020-02-26,0.0,0.0
637,,Argentina,2020-02-27,0.0,0.0
638,,Argentina,2020-02-28,0.0,0.0
639,,Argentina,2020-02-29,0.0,0.0
640,,Argentina,2020-03-01,0.0,0.0
641,,Argentina,2020-03-02,0.0,0.0
642,,Argentina,2020-03-03,1.0,0.0
643,,Argentina,2020-03-04,1.0,0.0
644,,Argentina,2020-03-05,1.0,0.0
645,,Argentina,2020-03-06,2.0,0.0
646,,Argentina,2020-03-07,8.0,0.0
647,,Argentina,2020-03-08,12.0,1.0
648,,Argentina,2020-03-09,12.0,1.0
649,,Argentina,2020-03-10,17.0,1.0
650,,Argentina,2020-03-11,19.0,1.0
651,,Argentina,2020-03-12,19.0,1.0
652,,Argentina,2020-03-13,31.0,2.0
653,,Argentina,2020-03-14,34.0,2.0
654,,Argentina,2020-03-15,45.0,2.0
655,,Argentina,2020-03-16,56.0,2.0
656,,Argentina,2020-03-17,68.0,2.0
657,,Argentina,2020-03-18,79.0,2.0
658,,Argentina,2020-03-19,97.0,3.0
659,,Argentina,2020-03-20,128.0,3.0
660,,Argentina,2020-03-21,158.0,4.0
661,,Argentina,2020-03-22,266.0,4.0
662,,Argentina,2020-03-23,301.0,4.0
663,,Argentina,2020-03-24,387.0,6.0
664,,Argentina,2020-03-25,387.0,8.0
665,,Argentina,2020-03-26,502.0,9.0
666,,Argentina,2020-03-27,589.0,13.0
667,,Argentina,2020-03-28,690.0,18.0
668,,Argentina,2020-03-29,745.0,19.0
669,,Argentina,2020-03-30,820.0,23.0
670,,Argentina,2020-03-31,1054.0,27.0
701,,Armenia,2020-01-22,0.0,0.0
702,,Armenia,2020-01-23,0.0,0.0
703,,Armenia,2020-01-24,0.0,0.0
704,,Armenia,2020-01-25,0.0,0.0
705,,Armenia,2020-01-26,0.0,0.0
706,,Armenia,2020-01-27,0.0,0.0
707,,Armenia,2020-01-28,0.0,0.0
708,,Armenia,2020-01-29,0.0,0.0
709,,Armenia,2020-01-30,0.0,0.0
710,,Armenia,2020-01-31,0.0,0.0
711,,Armenia,2020-02-01,0.0,0.0
712,,Armenia,2020-02-02,0.0,0.0
713,,Armenia,2020-02-03,0.0,0.0
714,,Armenia,2020-02-04,0.0,0.0
715,,Armenia,2020-02-05,0.0,0.0
716,,Armenia,2020-02-06,0.0,0.0
717,,Armenia,2020-02-07,0.0,0.0
718,,Armenia,2020-02-08,0.0,0.0
719,,Armenia,2020-02-09,0.0,0.0
720,,Armenia,2020-02-10,0.0,0.0
721,,Armenia,2020-02-11,0.0,0.0
722,,Armenia,2020-02-12,0.0,0.0
723,,Armenia,2020-02-13,0.0,0.0
724,,Armenia,2020-02-14,0.0,0.0
725,,Armenia,2020-02-15,0.0,0.0
726,,Armenia,2020-02-16,0.0,0.0
727,,Armenia,2020-02-17,0.0,0.0
728,,Armenia,2020-02-18,0.0,0.0
729,,Armenia,2020-02-19,0.0,0.0
730,,Armenia,2020-02-20,0.0,0.0
731,,Armenia,2020-02-21,0.0,0.0
732,,Armenia,2020-02-22,0.0,0.0
733,,Armenia,2020-02-23,0.0,0.0
734,,Armenia,2020-02-24,0.0,0.0
735,,Armenia,2020-02-25,0.0,0.0
736,,Armenia,2020-02-26,0.0,0.0
737,,Armenia,2020-02-27,0.0,0.0
738,,Armenia,2020-02-28,0.0,0.0
739,,Armenia,2020-02-29,0.0,0.0
740,,Armenia,2020-03-01,1.0,0.0
741,,Armenia,2020-03-02,1.0,0.0
742,,Armenia,2020-03-03,1.0,0.0
743,,Armenia,2020-03-04,1.0,0.0
744,,Armenia,2020-03-05,1.0,0.0
745,,Armenia,2020-03-06,1.0,0.0
746,,Armenia,2020-03-07,1.0,0.0
747,,Armenia,2020-03-08,1.0,0.0
748,,Armenia,2020-03-09,1.0,0.0
749,,Armenia,2020-03-10,1.0,0.0
750,,Armenia,2020-03-11,1.0,0.0
751,,Armenia,2020-03-12,4.0,0.0
752,,Armenia,2020-03-13,8.0,0.0
753,,Armenia,2020-03-14,18.0,0.0
754,,Armenia,2020-03-15,26.0,0.0
755,,Armenia,2020-03-16,52.0,0.0
756,,Armenia,2020-03-17,78.0,0.0
757,,Armenia,2020-03-18,84.0,0.0
758,,Armenia,2020-03-19,115.0,0.0
759,,Armenia,2020-03-20,136.0,0.0
760,,Armenia,2020-03-21,160.0,0.0
761,,Armenia,2020-03-22,194.0,0.0
762,,Armenia,2020-03-23,235.0,0.0
763,,Armenia,2020-03-24,249.0,0.0
764,,Armenia,2020-03-25,265.0,0.0
765,,Armenia,2020-03-26,290.0,1.0
766,,Armenia,2020-03-27,329.0,1.0
767,,Armenia,2020-03-28,407.0,1.0
768,,Armenia,2020-03-29,424.0,3.0
769,,Armenia,2020-03-30,482.0,3.0
770,,Armenia,2020-03-31,532.0,3.0
801,Australian Capital Territory,Australia,2020-01-22,0.0,0.0
802,Australian Capital Territory,Australia,2020-01-23,0.0,0.0
803,Australian Capital Territory,Australia,2020-01-24,0.0,0.0
804,Australian Capital Territory,Australia,2020-01-25,0.0,0.0
805,Australian Capital Territory,Australia,2020-01-26,0.0,0.0
806,Australian Capital Territory,Australia,2020-01-27,0.0,0.0
807,Australian Capital Territory,Australia,2020-01-28,0.0,0.0
808,Australian Capital Territory,Australia,2020-01-29,0.0,0.0
809,Australian Capital Territory,Australia,2020-01-30,0.0,0.0
810,Australian Capital Territory,Australia,2020-01-31,0.0,0.0
811,Australian Capital Territory,Australia,2020-02-01,0.0,0.0
812,Australian Capital Territory,Australia,2020-02-02,0.0,0.0
813,Australian Capital Territory,Australia,2020-02-03,0.0,0.0
814,Australian Capital Territory,Australia,2020-02-04,0.0,0.0
815,Australian Capital Territory,Australia,2020-02-05,0.0,0.0
816,Australian Capital Territory,Australia,2020-02-06,0.0,0.0
817,Australian Capital Territory,Australia,2020-02-07,0.0,0.0
818,Australian Capital Territory,Australia,2020-02-08,0.0,0.0
819,Australian Capital Territory,Australia,2020-02-09,0.0,0.0
820,Australian Capital Territory,Australia,2020-02-10,0.0,0.0
